created_at,text
Tue Aug 21 11:10:49 +0000 2018,"Fake News, of which there is soooo much (this time the very tired New Yorker) falsely reported that I was going to… https://t.co/GcJPMwJQ2i"
Tue Aug 21 10:55:03 +0000 2018,Even James Clapper has admonished John Brennan for having gone totally off the rails. Maybe Clapper is being nice t… https://t.co/KvkTiTdlHn
Tue Aug 21 10:38:19 +0000 2018,A Blue Wave means Crime and Open Borders. A Red Wave means Safety and Strength!
Tue Aug 21 03:53:49 +0000 2018,"I am hearing so many great things about the Republican Party’s California Gubernatorial Candidate, John Cox. He is… https://t.co/pBrAq9uYTv"
Tue Aug 21 03:40:49 +0000 2018,Will be going to the Great State of West Virginia on Tuesday Night to campaign &amp; do a Rally Speech for a hard worki… https://t.co/ywJFjZC8WE
Tue Aug 21 02:06:08 +0000 2018,Just watched former Intelligence Official Phillip Mudd become totally unglued and weird while debating wonderful… https://t.co/RM8OJOwmRz
Tue Aug 21 01:46:12 +0000 2018,.@DianeHarkey is an extraordinary woman of great accomplishment &amp; potential. She is running as a very popular Repub… https://t.co/rfZMNyFuNz
Mon Aug 20 23:49:27 +0000 2018,https://t.co/PeF12D2IqJ
Mon Aug 20 17:14:59 +0000 2018,It is outrageous that Poisonous Synthetic Heroin Fentanyl comes pouring into the U.S. Postal System from China. We… https://t.co/IVbDSbbUYz
Mon Aug 20 14:46:15 +0000 2018,“Bruce Ohr is at the center of FALSE ALLEGATIONS which led to a multi-million dollar investigation into what appare… https://t.co/16P69DSqvH
Mon Aug 20 14:36:23 +0000 2018,"Will Bruce Ohr, whose family received big money for helping to create the phony, dirty and discredited Dossier, eve… https://t.co/GXKmnD6mvj"
Mon Aug 20 14:23:57 +0000 2018,"Everybody wants to keep their Security Clearance, it’s worth great prestige and big dollars, even board seats, and… https://t.co/v179ueKjb8"
Mon Aug 20 14:13:19 +0000 2018,"I hope John Brennan, the worst CIA Director in our country’s history, brings a lawsuit. It will then be very easy t… https://t.co/ToIUS8igTU"
Mon Aug 20 11:48:12 +0000 2018,"Where’s the Collusion? They made up a phony crime called Collusion, and when there was no Collusion they say there… https://t.co/rhy6JOF4Ch"
Mon Aug 20 11:38:44 +0000 2018,....looking for trouble. They are enjoying ruining people’s lives and REFUSE to look at the real corruption on the… https://t.co/h1C2rifoDJ
Mon Aug 20 11:28:45 +0000 2018,Disgraced and discredited Bob Mueller and his whole group of Angry Democrat Thugs spent over 30 hours with the Whit… https://t.co/PO5FmEeV8V
Sun Aug 19 12:24:38 +0000 2018,"Study the late Joseph McCarthy, because we are now in period with Mueller and his gang that make Joseph McCarthy lo… https://t.co/n48q2wwFlC"
Sun Aug 19 12:14:44 +0000 2018,Some members of the media are very Angry at the Fake Story in the New York Times. They actually called to complain… https://t.co/VhcXSWZn5Z
Sun Aug 19 12:06:43 +0000 2018,The Failing New York Times wrote a story that made it seem like the White House Councel had TURNED on the President… https://t.co/YRFZfG3gj2
Sun Aug 19 11:30:41 +0000 2018,"No Collusion and No Obstruction, except by Crooked Hillary and the Democrats. All of the resignations and corruptio… https://t.co/gMgat9Em3o"
Sun Aug 19 11:15:12 +0000 2018,....and have demanded transparency so that this Rigged and Disgusting Witch Hunt can come to a close. So many lives… https://t.co/LCNzrYy2uD
Sun Aug 19 11:01:47 +0000 2018,The failing @nytimes wrote a Fake piece today implying that because White House Councel Don McGahn was giving hours… https://t.co/GBoTVbjpOo
Sat Aug 18 22:12:30 +0000 2018,"I allowed White House Counsel Don McGahn, and all other requested members of the White House Staff, to fully cooper… https://t.co/BmUhPb8mKI"
Sat Aug 18 21:51:11 +0000 2018,The United States has ended the ridiculous 230 Million Dollar yearly development payment to Syria. Saudi Arabia and… https://t.co/48yPnmmyxK
Sat Aug 18 19:39:35 +0000 2018,https://t.co/TfRmZA8RWQ
Sat Aug 18 13:39:28 +0000 2018,"The Economy is stronger and better than ever before. Importantly, there remains tremendous potential - it will only get better with time!"
Sat Aug 18 13:34:49 +0000 2018,Great Job  Rachel Campos-Duffy on @foxandfriends.
Sat Aug 18 13:12:43 +0000 2018,Has anyone looked at the mistakes that John Brennan made while serving as CIA Director? He will go down as easily t… https://t.co/i7yAaSzkfL
Sat Aug 18 13:06:30 +0000 2018,https://t.co/5kIR5EggBp
Sat Aug 18 11:46:14 +0000 2018,"All of the fools that are so focused on looking only at Russia should start also looking in another direction, Chin… https://t.co/bjLQzomQgE"
Sat Aug 18 11:40:11 +0000 2018,"....Too many voices are being destroyed, some good &amp; some bad, and that cannot be allowed to happen. Who is making… https://t.co/gyLsNl5qs5"
Sat Aug 18 11:32:17 +0000 2018,".....Censorship is a very dangerous thing &amp; absolutely impossible to police. If you are weeding out Fake News, ther… https://t.co/vxAbpBt8yP"
Sat Aug 18 11:23:00 +0000 2018,Social Media is totally discriminating against Republican/Conservative voices. Speaking loudly and clearly for the… https://t.co/vBBlWKJkqF
Sat Aug 18 01:47:44 +0000 2018,"....financial gain is a Federal Gratuity Statute Violation, Bribery Statute Violation, Honest Services Violation...… https://t.co/uTkFtI53cg"
Sat Aug 18 01:46:26 +0000 2018,"“Bruce Ohr of DOJ is in legal jeopardy, it’s astonishing that he’s still employed. Bruce &amp; Nelly Ohr’s bank account… https://t.co/oYEVFX8JGX"
Fri Aug 17 22:29:15 +0000 2018,“Fox News has learned that Bruce Ohr wrote Christopher Steele following the firing of James Comey saying that he wa… https://t.co/S5yOcOigLU
Fri Aug 17 21:25:20 +0000 2018,https://t.co/TmICRUV9uo
Fri Aug 17 19:25:53 +0000 2018,...I say Andrew’s was a bigger and more incompetent blunder. He should easily win his race against a Super Liberal… https://t.co/kh10WbMmOk
Fri Aug 17 19:25:52 +0000 2018,"Which is worse, Hightax Andrew Cuomo's statement, “WE’RE NOT GOING TO MAKE AMERICA GREAT AGAIN, IT WAS NEVER THAT G… https://t.co/IIsT18rz2N"
Fri Aug 17 14:17:03 +0000 2018,"When a politician admits that “We’re not going to make America great again,” there doesn’t seem to be much reason t… https://t.co/gXJ8Jw86g8"
Fri Aug 17 14:10:25 +0000 2018,Wow! Big pushback on Governor Andrew Cuomo of New York for his really dumb statement about America’s lack of greatn… https://t.co/0r4uiNFeDO
Fri Aug 17 12:38:52 +0000 2018,The U.S. has more than double the growth rate than it had 18 months ago.
Fri Aug 17 12:29:24 +0000 2018,"Just announced, youth unemployment is at a 50 year low!  @foxandfriends"
Fri Aug 17 12:10:05 +0000 2018,"....attend the big parade already scheduled at Andrews Air Force Base on a different date, &amp; go to the Paris parade… https://t.co/75YwMLArvE"
Fri Aug 17 11:57:56 +0000 2018,"The local politicians who run Washington, D.C. (poorly) know a windfall when they see it. When asked to give us a p… https://t.co/1AyrZT9CEd"
Fri Aug 17 11:44:01 +0000 2018,"How does a politician, Cuomo, known for pushing people and businesses out of his state, not to mention having the h… https://t.co/vWjUrZ7TAp"
Fri Aug 17 11:30:55 +0000 2018,In speaking with some of the world’s top business leaders I asked what it is that would make business (jobs) even b… https://t.co/gD3CqXwud2
Fri Aug 17 02:04:03 +0000 2018,".....released in 2017. If his statement is based on intelligence he has seen since leaving office, it constitutes a… https://t.co/KX6Fen5VzB"
Fri Aug 17 01:54:54 +0000 2018,“Director Brennan’s recent statements purport to know as fact that the Trump campaign colluded with a foreign power… https://t.co/bTdRa3WUC9
Fri Aug 17 01:49:11 +0000 2018,“....An incredibly corrupt FBI &amp; DOJ trying to steer the outcome of a Presidential Election. Brennan has gone off t… https://t.co/whxwI2Shaj
Fri Aug 17 00:56:42 +0000 2018,"How can “Senator” Richard Blumenthal, who went around for twenty years as a Connecticut politician bragging that he… https://t.co/rIfbUn9pXg"
Fri Aug 17 00:45:22 +0000 2018,.@TuckerCarlson speaking of John Brennan: “How did somebody so obviously limited intellectually get to be CIA Direc… https://t.co/UfW0r0JnTg
Thu Aug 16 23:53:55 +0000 2018,"“Very concerned about Comey’s firing, afraid they will be exposed,” said Bruce Ohr. DOJ’s Emails &amp; Notes show Bruce… https://t.co/s5pLhTApgU"
Thu Aug 16 23:45:01 +0000 2018,"“While Steele shopped the document to multiple media outlets, he also asked for help with a RUSSIAN Oligarch.”  Cat… https://t.co/2SNfIhgsGr"
Thu Aug 16 23:37:15 +0000 2018,“The FBI received documents from Bruce Ohr (of the Justice Department &amp; whose wife Nelly worked for Fusion GPS).” D… https://t.co/W5hyysCEtx
Thu Aug 16 23:30:26 +0000 2018,Turkey has taken advantage of the United States for many years. They are now holding our wonderful Christian Pastor… https://t.co/fsXxbwME3Z
Thu Aug 16 18:55:35 +0000 2018,Thank you for the kind words Omarosa! https://t.co/PMmNG6iIsi
Thu Aug 16 18:43:22 +0000 2018,Great @Cabinet meeting today at the @WhiteHouse! https://t.co/RwOhQF9SEv
Thu Aug 16 15:36:26 +0000 2018,"The Queen of Soul, Aretha Franklin, is dead. She was a great woman, with a wonderful gift from God, her voice. She will be missed!"
Thu Aug 16 14:10:17 +0000 2018,There is nothing that I would want more for our Country than true FREEDOM OF THE PRESS. The fact is that the Press… https://t.co/Q9FJViI0P0
Thu Aug 16 14:00:00 +0000 2018,"The Boston Globe, which was sold to the the Failing New York Times for 1.3 BILLION DOLLARS (plus 800 million dollar… https://t.co/lZSInmGPTg"
Thu Aug 16 12:50:44 +0000 2018,THE FAKE NEWS MEDIA IS THE OPPOSITION PARTY. It is very bad for our Great Country....BUT WE ARE WINNING!
Thu Aug 16 12:43:33 +0000 2018,"Our Economy is doing better than ever. Money is pouring into our cherished DOLLAR like rarely before, companies ear… https://t.co/7y3iwMZyKr"
Thu Aug 16 02:40:42 +0000 2018,“I’d strip the whole bunch of them. They’re all corrupt. They’ve all abused their power. They’ve all betrayed the A… https://t.co/7EzDbrXrcM
Thu Aug 16 02:31:58 +0000 2018,"Mark Levin “When they had power they didn’t stop the Russians, the Chinese, the North Koreans, they funded the Iran… https://t.co/yFNbnxvKj5"
Thu Aug 16 02:02:16 +0000 2018,"“WE’RE NOT GOING TO MAKE AMERICA GREAT AGAIN, IT WAS NEVER THAT GREAT.” Can you believe this is the Governor of the… https://t.co/DZKWvvQ6t6"
Thu Aug 16 01:14:17 +0000 2018,“Hillary Clinton clearly got a pass by the FBI. We have the unfortunate situation where they then decided they were… https://t.co/s9IIkvBxPs
Thu Aug 16 01:00:41 +0000 2018,"“John Brennan is a stain on the Country, we deserve better than this.” Former Secret Service Agent and author of ne… https://t.co/4SFLobNbSz"
Wed Aug 15 19:52:38 +0000 2018,"RT @Rasmussen_Poll: Today’s @realDonaldTrump approval ratings among black voters: 36% 

This day last year: 19% 

https://t.co/mazBCWoIMy @…"
Wed Aug 15 18:34:17 +0000 2018,"Chuck Schumer, I agree! https://t.co/KfoLkQU5Hv"
Wed Aug 15 15:04:16 +0000 2018,"Our Country was built on Tariffs, and Tariffs are now leading us to great new Trade Deals - as opposed to the horri… https://t.co/tnCxly8rCA"
Wed Aug 15 14:57:20 +0000 2018,"Happy Birthday to the leader of the Democrat Party, Maxine Waters!"
Wed Aug 15 14:15:07 +0000 2018,“The action (the Strzok firing) was a decisive step in the right direction in correcting the wrongs committed by wh… https://t.co/QsoROaeb5k
Wed Aug 15 14:08:18 +0000 2018,The Rigged Russian Witch Hunt goes on and on as the “originators and founders” of this scam continue to be fired an… https://t.co/CO0Evnrqr0
Wed Aug 15 13:51:12 +0000 2018,My friend and very early supporter Kris Kobach won the Republican Nomination for Governor of Kansas last night in a… https://t.co/6StiydBiqo
Wed Aug 15 13:39:35 +0000 2018,It is about time that Connecticut had a real and talented Governor. Bob Stefanowski is the person needed to do the… https://t.co/xxr30tzZmd
Wed Aug 15 13:31:30 +0000 2018,".@PeteStauber won big last night in Minnesota. A big star in Hockey, he will be an even bigger star in politics. It… https://t.co/pS0Mo9hDHy"
Wed Aug 15 13:18:43 +0000 2018,“People who enter the United States without our permission are illegal aliens and illegal aliens should not be trea… https://t.co/8Ebzu7AUBH
Wed Aug 15 13:14:19 +0000 2018,"Congratulations to Bryan Steil on a wonderful win last night. You will be replacing a great guy in Paul Ryan, and y… https://t.co/SnjmyzSwDz"
Wed Aug 15 13:12:48 +0000 2018,Jeff Johnson of Minnesota had a big night in winning the Republican nomination for Governor against a very strong a… https://t.co/4sRK3Q339u
Wed Aug 15 13:07:05 +0000 2018,Scott Walker is very special and will have another great win in November. He has done a fantastic job as Governor o… https://t.co/aEry7wZHt6
Wed Aug 15 12:54:11 +0000 2018,Congratulations to Leah Vukmir of Wisconsin on your great win last night. You beat a very tough and good competitor… https://t.co/EjrACCt3qx
Wed Aug 15 12:30:38 +0000 2018,Great Republican election results last night. So far we have the team we want. 8 for 9 in Special Elections. Red Wave!
Tue Aug 14 18:21:51 +0000 2018,“Hope and Change in an Alabama Coal Mine” https://t.co/IwLEO9ff9X
Tue Aug 14 13:15:58 +0000 2018,"Lou Dobbs: “This cannot go forward...this Special Counsel with all of his conflicts, with his 17 Angry Democrats, w… https://t.co/TXFzYHbp03"
Tue Aug 14 13:10:30 +0000 2018,Strzok started the illegal Rigged Witch Hunt - why isn’t this so-called “probe” ended immediately? Why aren’t these… https://t.co/Rfxm0Xc3Ca
Tue Aug 14 13:01:50 +0000 2018,"Fired FBI Agent Peter Strzok is a fraud, as is the rigged investigation he started. There was no Collusion or Obstr… https://t.co/SFE6SRJxe5"
Tue Aug 14 12:06:55 +0000 2018,"“They were all in on it, clear Hillary Clinton and FRAME Donald Trump for things he didn’t do.” Gregg Jarrett on… https://t.co/d7XpjT7Z6x"
Tue Aug 14 11:55:01 +0000 2018,Bruce Ohr of the “Justice” Department (can you believe he is still there) is accused of helping disgraced Christoph… https://t.co/NdbCTIo4ei
Tue Aug 14 11:42:11 +0000 2018,Another terrorist attack in London...These animals are crazy and must be dealt with through toughness and strength!
Tue Aug 14 11:31:11 +0000 2018,"When you give a crazed, crying lowlife a break, and give her a job at the White House, I guess it just didn’t work… https://t.co/xpJpbroNNB"
Tue Aug 14 11:13:26 +0000 2018,....should be shut down. The Strzok firing shows that the fundamental underpinnings of the investigation were corru… https://t.co/VEQX0o05nY
Tue Aug 14 11:07:00 +0000 2018,....guy was corrupt and had anti-Trump animus. Strzok and others at the FBI should be criminally investigated for t… https://t.co/xKmXOSK0uF
Tue Aug 14 10:59:33 +0000 2018,Tom Fitton of Judicial Watch: “The Strzok firing is as much about the Mueller operation as anything else. There wou… https://t.co/wgVFymE8V1
Tue Aug 14 01:57:55 +0000 2018,....such wonderful and powerful things about me - a true Champion of Civil Rights - until she got fired. Omarosa ha… https://t.co/QOUTsexZwG
Tue Aug 14 01:50:05 +0000 2018,.@MarkBurnettTV called to say that there are NO TAPES of the Apprentice where I used such a terrible and disgusting… https://t.co/qH7J8U3RCF
Tue Aug 14 01:37:40 +0000 2018,https://t.co/Gm9KE8cHpS
Tue Aug 14 01:37:19 +0000 2018,Scott Walker of Wisconsin is a tremendous Governor who has done incredible things for that Great State. He has my c… https://t.co/e6dvdjH4hB
Tue Aug 14 00:11:32 +0000 2018,“Trump’s foreign policy is actually boosting America’s standing” https://t.co/oC7Xs38uRo
Mon Aug 13 22:36:15 +0000 2018,It was my great honor to sign our new Defense Bill into law and to pay tribute to the greatest soldiers in the hist… https://t.co/kmGKEmawRq
Mon Aug 13 20:42:37 +0000 2018,Pete Stauber is running for Congress in Minnesota. He will make for a great Congressman. Pete is strong on crime an… https://t.co/LOzQQUB1RK
Mon Aug 13 19:37:25 +0000 2018,"Great to be in Fort Drum, New York with our HEROES! https://t.co/Ke54QGZbU7"
Mon Aug 13 18:19:29 +0000 2018,"Just landed at Fort Drum, New York. Looking forward to making a speech about our GREAT HEROES!"
Mon Aug 13 17:14:40 +0000 2018,RT @FrankLuntz: I’m in @Omarosa’s book on page 149. She claims to have heard from someone who heard from me that I heard Trump use the N-wo…
Mon Aug 13 17:14:21 +0000 2018,"RT @MichaelCohen212: LTo the many dozens of #journalists who called me, questioning @OMAROSA claim in her new book that @POTUS @realDonaldT…"
Mon Aug 13 17:11:21 +0000 2018,"Brooks Koepka just won his third Golf Major, and he did it not only with his powerful game, but with his powerful m… https://t.co/Wi4e5adqju"
Mon Aug 13 16:13:11 +0000 2018,Wacky Omarosa already has a fully signed Non-Disclosure Agreement!
Mon Aug 13 16:09:41 +0000 2018,"Just fired Agent Strzok, formerly of the FBI, was in charge of the Crooked Hillary Clinton sham investigation. It w… https://t.co/CdF4u5mu61"
Mon Aug 13 16:04:51 +0000 2018,Agent Peter Strzok was just fired from the FBI - finally. The list of bad players in the FBI &amp; DOJ gets longer &amp; lo… https://t.co/cGnudOt0Wl
Mon Aug 13 15:12:31 +0000 2018,The very unpopular Governor of Ohio (and failed presidential candidate) @JohnKasich hurt Troy Balderson’s recent wi… https://t.co/TKh1keBxMj
Mon Aug 13 14:21:46 +0000 2018,"While I know it’s “not presidential” to take on a lowlife like Omarosa, and while I would rather not be doing so, t… https://t.co/wIBGKbbIyd"
Mon Aug 13 13:50:27 +0000 2018,...really bad things. Nasty to people &amp; would constantly miss meetings &amp; work. When Gen. Kelly came on board he tol… https://t.co/BGxRsMoDbr
Mon Aug 13 13:27:08 +0000 2018,"Wacky Omarosa, who got fired 3 times on the Apprentice, now got fired for the last time. She never made it, never w… https://t.co/Z1ThUIHjr5"
Sun Aug 12 13:25:55 +0000 2018,“Seems like the Department of Justice (and FBI) had a program to keep Donald Trump from becoming President”.… https://t.co/Y3AFRR4z59
Sun Aug 12 12:57:39 +0000 2018,Many @harleydavidson owners plan to boycott the company if manufacturing moves overseas. Great! Most other companie… https://t.co/zd8aJznyQW
Sun Aug 12 12:34:06 +0000 2018,".@GovMikeHuckabee “Your paycheck is bigger, your pension is stronger.” @foxandfriends  Unemployment numbers are bet… https://t.co/AmGcl6EG7E"
Sun Aug 12 12:24:12 +0000 2018,".@JudgeJeanine  “Bob Mueller, isn’t your whole investigation premised on a Fake Dossier, paid for by Hillary, creat… https://t.co/06fCWhPCI9"
Sun Aug 12 01:51:10 +0000 2018,Bikers for Trump at Bedminster earlier today. Thank you! https://t.co/GWN56gYGT3
Sat Aug 11 18:59:17 +0000 2018,Hundreds of Bikers for Trump just joined me at Bedminster. Quite a scene - great people who truly love our Country!
Sat Aug 11 18:54:36 +0000 2018,....Do you believe Nelly worked for Fusion and her husband STILL WORKS FOR THE DEPARTMENT OF “JUSTICE.” I have neve… https://t.co/008GZHdbrl
Sat Aug 11 18:28:48 +0000 2018,The big story that the Fake News Media refuses to report is lowlife Christopher Steele’s many meetings with Deputy… https://t.co/Ww4P9iVZYd
Sat Aug 11 13:41:16 +0000 2018,I am proud to have fought for and secured the LOWEST African American and Hispanic unemployment rates in history. N… https://t.co/WEQZ43QHsH
Sat Aug 11 13:26:32 +0000 2018,The riots in Charlottesville a year ago resulted in senseless death and division. We must come together as a nation… https://t.co/LYtE6GGUgb
Sat Aug 11 13:18:06 +0000 2018,".....Will the FBI ever recover it’s once stellar reputation, so badly damaged by Comey, McCabe, Peter S and his lov… https://t.co/uhKpEFVclt"
Sat Aug 11 13:17:09 +0000 2018,Why isn’t the FBI giving Andrew McCabe text messages  to Judicial Watch or appropriate governmental authorities. FB… https://t.co/5fAM8psIVZ
Fri Aug 10 23:12:58 +0000 2018,Deal with Mexico is coming along nicely. Autoworkers and farmers must be taken care of or there will be no deal. Ne… https://t.co/lzN6xjL2Jk
Fri Aug 10 22:58:05 +0000 2018,Thank you to Kanye West and the fact that he is willing to tell the TRUTH. One new and great FACT - African America… https://t.co/3WkFlEWfy5
Fri Aug 10 22:47:45 +0000 2018,"Had a very good phone call with @EmmanuelMacron, President of France. Discussed various subjects, in particular Sec… https://t.co/Wxrno7cb8f"
Fri Aug 10 21:30:43 +0000 2018,"Democrats, please do not distance yourselves from Nancy Pelosi. She is a wonderful person whose ideas &amp; policies ma… https://t.co/WSd4CvmFQL"
Fri Aug 10 12:47:42 +0000 2018,"I have just authorized a doubling of Tariffs on Steel and Aluminum with respect to Turkey as their currency, the Tu… https://t.co/2m92Jw7Tbk"
Fri Aug 10 12:32:40 +0000 2018,".....Be happy, be cool! A football game, that fans are paying soooo much money to watch and enjoy, is no place to p… https://t.co/PafpzKzMCT"
Fri Aug 10 12:18:55 +0000 2018,The NFL players are at it again - taking a knee when they should be standing proudly for the National Anthem. Numer… https://t.co/wbN9RbBj7a
Fri Aug 10 11:49:48 +0000 2018,.@MariaBartiromo  “No evidence to launch even an investigation into potential collusion between Donald Trump and th… https://t.co/vtSwEL0wak
Thu Aug 09 22:50:31 +0000 2018,Jenna Ellis  “FBI thought they wouldn’t get caught because they thought that Hillary was going to win. There is ove… https://t.co/se6bVYavBk
Thu Aug 09 19:43:25 +0000 2018,@LindseyGrahamSC  “Why didn’t the FBI tell President Trump that they had concerns about Carter Page? Is there a dou… https://t.co/f8hIHzmDiS
Thu Aug 09 17:00:42 +0000 2018,Congressman Ted Yoho of Florida is doing a fantastic job and has my complete and total Endorsement! Tough on Crime… https://t.co/OhGe48VbMr
Thu Aug 09 16:03:30 +0000 2018,Space Force all the way!
Thu Aug 09 16:02:33 +0000 2018,This is an illegally brought Rigged Witch Hunt run by people who are totally corrupt and/or conflicted. It was star… https://t.co/Nwrs5M3iDC
Thu Aug 09 13:22:39 +0000 2018,“There has been no evidence whatsoever that Donald Trump or the campaign was involved in any kind of collusion to f… https://t.co/bKtcI3tXBv
Wed Aug 08 18:51:39 +0000 2018,RED WAVE!
Wed Aug 08 18:07:43 +0000 2018,"Congratulations to @LenaEpstein of Michigan on a job well done. Also, thanks for your great support!"
Wed Aug 08 15:25:55 +0000 2018,"As long as I campaign and/or support Senate and House candidates (within reason), they will win! I LOVE the people,… https://t.co/RY6QtbDhp4"
Wed Aug 08 15:14:26 +0000 2018,"The Republicans have now won 8 out of 9 House Seats, yet if you listen to the Fake News Media you would think we ar… https://t.co/o78kNMeoCL"
Wed Aug 08 14:31:14 +0000 2018,5 for 5!
Wed Aug 08 04:28:09 +0000 2018,Congratulations to Josh Hawley on your big Senate Primary win in Missouri. I look forward to working with you towar… https://t.co/gGWY572ROS
Wed Aug 08 03:52:43 +0000 2018,Congratulations to Bill Schuette. You will have a Big win in November and be a tremendous Governor for the Great St… https://t.co/x0HiT5ZjyH
Wed Aug 08 03:23:54 +0000 2018,"Congratulations to a future STAR of the Republican Party, future Senator John James. A big and bold victory tonight… https://t.co/gyVGL7M3OQ"
Wed Aug 08 03:18:36 +0000 2018,.....Congratulations to Troy Balderson on a great win in Ohio. A very special and important race!
Wed Aug 08 02:59:39 +0000 2018,"When I decided to go to Ohio for Troy Balderson, he was down in early voting 64 to 36. That was not good. After my… https://t.co/uHjy9m9lSW"
Tue Aug 07 18:25:13 +0000 2018,"Today, on the 236th anniversary of the Purple Heart, we honor the members of our Armed Forces for serving as the va… https://t.co/NPUPFbWcKI"
Tue Aug 07 14:03:05 +0000 2018,RT @EricTrump: Ohio make sure to get out and vote today! We need Troy Balderson in Congress. Visit https://t.co/ypMnbPQzqk to find your pol…
Tue Aug 07 10:46:45 +0000 2018,"Ohio, vote today for Troy Balderson for Congress. His opponent, controlled by Nancy Pelosi, is weak on Crime, the B… https://t.co/VSISaTTWVx"
Tue Aug 07 09:31:46 +0000 2018,"The Iran sanctions have officially been cast. These are the most biting sanctions ever imposed, and in November the… https://t.co/Evn5CsLP97"
Mon Aug 06 21:53:42 +0000 2018,California wildfires are being magnified &amp; made so much worse by the bad environmental laws which aren’t allowing m… https://t.co/V94EEYqoHv
Mon Aug 06 21:46:47 +0000 2018,"Democrats want Open Borders and they want to abolish ICE, the brave men and women that are protecting our Country f… https://t.co/HWkPVJV6jH"
Mon Aug 06 21:44:00 +0000 2018,"RT @realDonaldTrump: Presidential Approval numbers are very good - strong economy, military and just about everything else. Better numbers…"
Mon Aug 06 19:13:42 +0000 2018,John James is a potential Republican Star who has a Senate primary election tomorrow in Michigan. If he becomes the… https://t.co/H3V3noAUKV
Mon Aug 06 17:43:57 +0000 2018,Governor Jerry Brown must allow the Free Flow of the vast amounts of water coming from the North and foolishly bein… https://t.co/sXdONgMLZg
Mon Aug 06 15:48:40 +0000 2018,"Kris Kobach, a strong and early supporter of mine, is running for Governor of the Great State of Kansas.  He is a f… https://t.co/6XvMyvldh4"
Mon Aug 06 14:52:46 +0000 2018,"Great financial numbers being announced on an almost daily basis. Economy has never been better, jobs at best point… https://t.co/deQeyqT84Q"
Mon Aug 06 14:25:56 +0000 2018,"....a law firm, eventually Kremlin connected sources, to gather info on Donald Trump. Collusion is very real with R… https://t.co/gGisDZxGKj"
Mon Aug 06 14:13:10 +0000 2018,"“Collusion with Russia was very real. Hillary Clinton and her team 100% colluded with the Russians, and so did Adam… https://t.co/KtRWfE1ran"
Sun Aug 05 21:53:11 +0000 2018,"RT @realDonaldTrump: ...Danny O’Connor is a total puppet for Nancy Pelosi and Maxine Waters – Danny wants to raise your taxes, open your bo…"
Sun Aug 05 21:52:57 +0000 2018,"RT @realDonaldTrump: A great night in Ohio’s 12th Congressional District with Troy Balderson! Troy loves Ohio, and he loves the people of O…"
Sun Aug 05 20:01:17 +0000 2018,"Presidential Approval numbers are very good - strong economy, military and just about everything else. Better numbe… https://t.co/oqCMk8lNYq"
Sun Aug 05 12:49:21 +0000 2018,Too bad a large portion of the Media refuses to report the lies and corruption having to do with the Rigged Witch H… https://t.co/BPrEjiXAIc
Sun Aug 05 12:45:56 +0000 2018,...Why aren’t Mueller and the 17 Angry Democrats looking at the meetings concerning the Fake Dossier and all of the… https://t.co/yq2i14nFhY
Sun Aug 05 12:35:43 +0000 2018,"Fake News reporting, a complete fabrication, that I am concerned about the meeting my wonderful son, Donald, had in… https://t.co/sTbiVC2g4a"
Sun Aug 05 12:06:25 +0000 2018,..Because of Tariffs we will be able to start paying down large amounts of the $21 Trillion in debt that has been a… https://t.co/u3VlQfFO5Z
Sun Aug 05 11:59:29 +0000 2018,"Tariffs are working big time. Every country on earth wants to take wealth out of the U.S., always to our detriment.… https://t.co/ssDSfbqxGN"
Sun Aug 05 11:38:12 +0000 2018,The Fake News hates me saying that they are the Enemy of the People only because they know it’s TRUE. I am providin… https://t.co/wPPjT7QrcY
Sun Aug 05 01:43:01 +0000 2018,"...Danny O’Connor is a total puppet for Nancy Pelosi and Maxine Waters – Danny wants to raise your taxes, open your… https://t.co/LO4zki5C5a"
Sun Aug 05 01:43:00 +0000 2018,"A great night in Ohio’s 12th Congressional District with Troy Balderson! Troy loves Ohio, and he loves the people o… https://t.co/n6ZVzqFOOY"
Sun Aug 05 00:28:25 +0000 2018,Thank you Ohio. I love you! https://t.co/HYSaQOB6GW
Sat Aug 04 20:54:49 +0000 2018,"RT @realDonaldTrump: Troy Balderson, running for Congress from Ohio, is in a big Election fight with a candidate who just got caught lying…"
Sat Aug 04 20:53:39 +0000 2018,"Iran, and it’s economy, is going very bad, and fast! I will meet, or not meet, it doesn’t matter - it is up to them!"
Sat Aug 04 20:28:09 +0000 2018,Heading to Ohio!
Sat Aug 04 20:03:39 +0000 2018,"....China, which is for the first time doing poorly against us, is spending a fortune on ads and P.R. trying to con… https://t.co/DI72hKGxD9"
Sat Aug 04 19:58:06 +0000 2018,....Tariffs will make our country much richer than it is today. Only fools would disagree. We are using them to neg… https://t.co/FKUulR6kT3
Sat Aug 04 19:53:22 +0000 2018,"....Tariffs have had a tremendous positive impact on our Steel Industry. Plants are opening all over the U.S., Stee… https://t.co/D8eSy8wz6d"
Sat Aug 04 19:47:40 +0000 2018,"Tariffs are working far better than anyone ever anticipated. China market has dropped 27% in last 4months, and they… https://t.co/oQ4zRozeHZ"
Sat Aug 04 15:18:53 +0000 2018,HAPPY BIRTHDAY @USCG! https://t.co/cQo41jcoKn
Sat Aug 04 13:02:36 +0000 2018,"Troy Balderson, running for Congress from Ohio, is in a big Election fight with a candidate who just got caught lyi… https://t.co/MtoS7vpfWz"
