created_at,text
Fri Dec 22 14:17:04 +0000 2017,“The President has accomplished some absolutely historic things during this past year.” Thank you Charlie Kirk of T… https://t.co/M7G4m0QqmO
Fri Dec 22 13:05:06 +0000 2017,"At some point, and for the good of the country, I predict we will start working with the Democrats in a Bipartisan… https://t.co/YVl8tAcSOk"
Fri Dec 22 12:50:42 +0000 2017,So true! https://t.co/1c8hu6O5t9
Fri Dec 22 12:47:51 +0000 2017,Our big and very popular Tax Cut and Reform Bill has taken on an unexpected new source of “love” - that is big comp… https://t.co/jnCQYxYQBh
Thu Dec 21 18:16:28 +0000 2017,"THANK YOU to everyone who joined me at the @WhiteHouse yesterday. Together, we are MAKING AMERICA GREAT AGAIN!… https://t.co/aykO3m2rVg"
Thu Dec 21 14:52:22 +0000 2017,"House Democrats want a SHUTDOWN for the holidays in order to distract from the very popular, just passed, Tax Cuts.… https://t.co/NRQRR8w3pp"
Thu Dec 21 13:56:28 +0000 2017,Home Sales hit BEST numbers in 10 years! MAKE AMERICA GREAT AGAIN
Thu Dec 21 12:45:17 +0000 2017,Was @foxandfriends just named the most influential show in news? You deserve it - three great people! The many Fake… https://t.co/43JVSDZSt6
Thu Dec 21 12:24:22 +0000 2017,"The Massive Tax Cuts, which the Fake News Media is desperate to write badly about so as to please their Democrat bo… https://t.co/9RZmBbjPQo"
Wed Dec 20 21:44:50 +0000 2017,WE ARE MAKING AMERICA GREAT AGAIN! https://t.co/HY353gXV0R
Wed Dec 20 18:09:44 +0000 2017,"We are delivering HISTORIC TAX RELIEF for the American people!
#TaxCutsandJobsAct https://t.co/lLgATrCh5o"
Wed Dec 20 17:30:26 +0000 2017,"Together, we are MAKING AMERICA GREAT AGAIN! https://t.co/47k9i4p3J2"
Wed Dec 20 16:39:04 +0000 2017,I would like to congratulate @SenateMajLdr on having done a fantastic job both strategically &amp; politically on the p… https://t.co/XkEvQ5GTGi
Wed Dec 20 14:32:51 +0000 2017,"The Tax Cuts are so large and so meaningful, and yet the Fake News is working overtime to follow the lead of their… https://t.co/TKdgQwixwF"
Wed Dec 20 06:09:06 +0000 2017,The United States Senate just passed the biggest in history Tax Cut and Reform Bill. Terrible Individual Mandate (O… https://t.co/uK5NUk2Ymo
Tue Dec 19 20:18:12 +0000 2017,"Congratulations to Paul Ryan, Kevin McCarthy, Kevin Brady, Steve Scalise, Cathy McMorris Rodgers and all great Hous… https://t.co/DjSHn7C6bL"
Tue Dec 19 15:07:01 +0000 2017,A  story in the @washingtonpost that I was close to “rescinding” the nomination of Justice Gorsuch prior to confirm… https://t.co/wu6B3WTgX0
Tue Dec 19 11:23:40 +0000 2017,Stocks and the economy have a long way to go after the Tax Cut Bill is totally understood and appreciated in scope… https://t.co/2BJwFD1CTu
Tue Dec 19 11:04:11 +0000 2017,DOW RISES 5000 POINTS ON THE YEAR FOR THE FIRST TIME EVER - MAKE AMERICA GREAT AGAIN!
Tue Dec 19 00:54:32 +0000 2017,"Together, our task is to strengthen our families, to build up our communities, to serve our citizens, and to celebr… https://t.co/QsOYvl1MXs"
Mon Dec 18 23:49:30 +0000 2017,"With the strategy that I announced today, we are declaring that AMERICA is in the game and AMERICA is DETERMINED to… https://t.co/PCdvaFyy2D"
Mon Dec 18 22:25:20 +0000 2017,70 Record Closes for the Dow so far this year! We have NEVER had 70 Dow Records in a one year period. Wow!
Mon Dec 18 22:20:20 +0000 2017,Thank you Maria B! https://t.co/v1UR63CqLK
Mon Dec 18 22:18:13 +0000 2017,So true Ivanka! https://t.co/BNGUJG69Ki
Mon Dec 18 20:40:08 +0000 2017,"As the world watches, we are days away from passing HISTORIC TAX CUTS for American families and businesses. It will… https://t.co/95522wIKVN"
Mon Dec 18 20:28:19 +0000 2017,"When the American People speak, ALL OF US should listen. Just over one year ago, you spoke loud and clear. On Novem… https://t.co/p8hGEg9j3v"
Mon Dec 18 20:19:18 +0000 2017,"Over the past 11 months, I have travelled tens of thousands of miles, to visit 13 countries. I have met with more t… https://t.co/ZUveaJ7Hv2"
Mon Dec 18 19:35:38 +0000 2017,Our deepest sympathies and most heartfelt prayers are with the victims of the train derailment in Washington State.… https://t.co/kPYFsuSKL7
Mon Dec 18 18:51:26 +0000 2017,"My thoughts and prayers are with everyone involved in the train accident in DuPont, Washington. Thank you to all of… https://t.co/kw24I2Jm9t"
Mon Dec 18 18:41:05 +0000 2017,"The train accident that just occurred in DuPont, WA shows more than ever why our soon to be submitted infrastructur… https://t.co/K1e1absbxG"
Mon Dec 18 11:42:18 +0000 2017,Ivanka Trump will be interviewed on @foxandfriends.
Mon Dec 18 11:23:49 +0000 2017,"Remember, Republicans are 5-0 in Congressional Races this year. The media refuses to mention this. I said Gillespie… https://t.co/AmcJkgOSRk"
Mon Dec 18 00:26:07 +0000 2017,"More than a century after conquering flight, the #WrightBrothers continue to motivate &amp; inspire Americans, who neve… https://t.co/QPzu1tZjLZ"
Sun Dec 17 21:13:34 +0000 2017,Wonderful weekend at Camp David. A very special place. A lot of very important work done. Heading back to the… https://t.co/jN86UYnzYa
Sun Dec 17 17:01:58 +0000 2017,"As a candidate, I promised we would pass a massive TAX CUT for the everyday working American families who are the b… https://t.co/sTAoTR50EF"
Sat Dec 16 20:31:43 +0000 2017,WEEKLY ADDRESS🇺🇸 https://t.co/1sH20Hb33x
Sat Dec 16 20:05:05 +0000 2017,"TAX CUTS will increase investment in the American economy and in U.S. workers, leading to higher growth, higher wag… https://t.co/BL5ONhuHIb"
Sat Dec 16 14:52:03 +0000 2017,"Congratulations to two great and hardworking guys, Corey Lewandowski and David Bossie, on the success of their just… https://t.co/UdHao5fSzB"
Sat Dec 16 03:12:37 +0000 2017,"Great job Kevin, we are all proud of you! https://t.co/K6hEEaOxKt"
Sat Dec 16 03:09:24 +0000 2017,"RT @RepKristiNoem: A lot of tough decisions got us to this point, but we’re closer than we’ve been in 30+ years to a fairer tax code that k…"
Sat Dec 16 03:09:06 +0000 2017,"RT @SpeakerRyan: For individuals and families, the final Tax Cuts &amp; Jobs Act:
✔lowers individual taxes
✔nearly doubles the standard deducti…"
Sat Dec 16 03:08:44 +0000 2017,RT @PressSec: .@POTUS historic tax cuts + doubling of the child tax credit will do infinitely more to empower working moms than liberals' p…
Sat Dec 16 00:00:11 +0000 2017,"DOW, S&amp;P 500 and NASDAQ close at record highs! #MAGA https://t.co/hvqwnqSGuG"
Fri Dec 15 21:58:12 +0000 2017,"Today, it was my tremendous honor to visit Marine Helicopter Squadron One (HMX-1) at the Marine Corps Air Facility… https://t.co/EUYbJAie51"
Fri Dec 15 19:48:58 +0000 2017,"You are always there for us – THE MEN AND WOMEN IN BLUE.

Thank you to our police, thank you to our sheriffs, and t… https://t.co/XGgLASUpMm"
Fri Dec 15 17:35:59 +0000 2017,"To each member of the graduating class from the National Academy at Quantico, CONGRATULATIONS! https://t.co/bGT8S33ZLU"
Fri Dec 15 13:55:01 +0000 2017,It was my honor. THANK YOU! https://t.co/1LvqbRQ1bi
Thu Dec 14 23:26:54 +0000 2017,RT @GOPChairwoman: .@realDonaldTrump is the Paycheck President. Learn how the tax bill will put more money in your pocket &amp; how to contact…
Thu Dec 14 21:20:51 +0000 2017,“Manufacturing Optimism Rose to Another All-Time High in the Latest @ShopFloorNAM Outlook Survey” https://t.co/LuV4BMp0Xc
Thu Dec 14 20:35:13 +0000 2017,"In 1960, there were approximately 20,000 pages in the Code of Federal Regulations. Today there are over 185,000 pag… https://t.co/rZFkxL4QJM"
Thu Dec 14 20:27:00 +0000 2017,"When Americans are free to thrive, innovate, &amp; prosper, there is no challenge too great, no task too large, &amp; no go… https://t.co/FaGl53u1Db"
Thu Dec 14 20:13:04 +0000 2017,"Today, we gathered in the Roosevelt Room for one single reason: to CUT THE RED TAPE! For many decades, an ever-grow… https://t.co/Cj9e2IzI81"
Thu Dec 14 17:05:13 +0000 2017,"As a candidate, I promised we would pass a massive tax cut for the everyday, working Americans. If you make your vo… https://t.co/NMVG40PWj8"
Thu Dec 14 12:59:56 +0000 2017,"Republican Tax Cuts are looking very good. All are working hard. In the meantime, the Stock Market hit another record high!"
Wed Dec 13 23:58:18 +0000 2017,Thank you Omarosa for your service! I wish you continued success.
Wed Dec 13 14:45:48 +0000 2017,"If last night’s election proved anything, it proved that we need to put up GREAT Republican candidates to increase… https://t.co/H4IWrlwWwl"
Wed Dec 13 13:02:52 +0000 2017,"Wow, more than 90% of Fake News Media coverage of me is negative, with numerous forced retractions of untrue storie… https://t.co/nyZJca6Hnm"
Wed Dec 13 11:22:04 +0000 2017,"The reason I originally endorsed Luther Strange (and his numbers went up mightily), is that I said Roy Moore will n… https://t.co/DcgJPmLTXy"
Wed Dec 13 04:08:41 +0000 2017,"Congratulations to Doug Jones on a hard fought victory. The write-in votes played a very big factor, but a win is a… https://t.co/QLFQ88UaLM"
Tue Dec 12 22:13:12 +0000 2017,Wishing all of those celebrating #Hanukkah around the world a happy and healthy eight nights in the company of thos… https://t.co/ZTNEFIV6cB
Tue Dec 12 14:23:55 +0000 2017,"Consumer Confidence is at an All-Time High, along with a Record High Stock Market. Unemployment is at a 17 year low… https://t.co/zeDQbntlYG"
Tue Dec 12 14:09:26 +0000 2017,"The people of Alabama will do the right thing. Doug Jones is Pro-Abortion, weak on Crime, Military and Illegal Immi… https://t.co/yv1IbXRYEj"
Tue Dec 12 13:03:35 +0000 2017,"Lightweight Senator Kirsten Gillibrand, a total flunky for Chuck Schumer and someone who would come to my office “b… https://t.co/L8fAyMgZ8M"
Tue Dec 12 12:10:58 +0000 2017,"Despite thousands of hours wasted and many millions of dollars spent, the Democrats have been unable to show any co… https://t.co/7KG6xKANGL"
Mon Dec 11 14:17:18 +0000 2017,"Another false story, this time in the Failing @nytimes, that I watch 4-8 hours of television a day - Wrong!  Also,… https://t.co/DMSmsmDUkF"
Sun Dec 10 21:18:40 +0000 2017,Very little discussion of all the purposely false and defamatory stories put out this week by the Fake News Media.… https://t.co/R8tTxg9AvK
Sun Dec 10 13:35:28 +0000 2017,Getting closer and closer on the Tax Cut Bill. Shaping up even better than projected. House and Senate working very… https://t.co/fKLVfqSmsK
Sun Dec 10 13:30:44 +0000 2017,"Things are going really well for our economy, a subject the Fake News spends as little time as possible discussing!… https://t.co/hZfaovKX9L"
Sun Dec 10 02:17:25 +0000 2017,No American should be separated from their loved ones because of preventable crime committed by those illegally in… https://t.co/leuQTYO8zk
Sat Dec 09 23:47:55 +0000 2017,Great Army - Navy Game. Army wins 14 to 13 and brings home the COMMANDER-IN-CHIEF’S TROPHY! Congratulations!
Sat Dec 09 23:14:34 +0000 2017,.@daveweigel of the Washington Post just admitted that his picture was a FAKE (fraud?) showing an almost empty aren… https://t.co/wERMFP0Wcp
Sat Dec 09 22:01:44 +0000 2017,".@DaveWeigel @WashingtonPost put out a phony photo of an empty arena hours before I arrived @ the venue, w/ thousan… https://t.co/3sbs38FyaF"
Sat Dec 09 18:37:31 +0000 2017,"Have a great game today, @USArmy and @USNavy - I will be watching. 

We love our U.S. Military. On behalf of an ent… https://t.co/zUH67y7RCl"
Sat Dec 09 18:19:31 +0000 2017,It was my great honor to celebrate the opening of two extraordinary museums-the Mississippi State History Museum &amp;… https://t.co/IN7JWc6lmT
Sat Dec 09 15:45:47 +0000 2017,"Heading to the great state of Mississippi at the invitation of their popular and respected Governor, @PhilBryantMS.… https://t.co/GcwoRmwaHp"
Sat Dec 09 13:21:24 +0000 2017,"CNN’S slogan is CNN, THE MOST TRUSTED NAME IN NEWS. Everyone knows this is not true, that this could, in fact, be a… https://t.co/FoPRXAVjsh"
Sat Dec 09 13:02:23 +0000 2017,"Fake News CNN made a vicious and purposeful mistake yesterday. They were caught red handed, just like lonely Brian… https://t.co/8OH18LzYbT"
Sat Dec 09 12:52:18 +0000 2017,A big contingent of very enthusiastic Roy Moore fans at the rally last night. We can’t have a Pelosi/Schumer Libera… https://t.co/XHOCKzdEh6
Sat Dec 09 12:41:39 +0000 2017,"GREAT EVENING last night in Pensacola, Florida. Arena was packed to the rafters, the crowd was loud, loving and rea… https://t.co/I0mrbhZT3g"
Sat Dec 09 06:06:03 +0000 2017,"We believe that every American should stand for the National Anthem, and we proudly pledge allegiance to one NATION… https://t.co/4GQmdSmiRk"
Sat Dec 09 04:46:05 +0000 2017,"This is your land, this is your home, and it's your voice that matters the most. So speak up, be heard, and fight,… https://t.co/u09Brwnow3"
Sat Dec 09 01:04:16 +0000 2017,Just arrived at the Pensacola Bay Center. Join me LIVE on @FoxNews in 10 minutes! #MAGA https://t.co/RQFqOkcpNV
Fri Dec 08 23:25:06 +0000 2017,"On my way to Pensacola, Florida. See everyone soon! #MAGA https://t.co/ijwxVSYQ52"
Fri Dec 08 19:02:27 +0000 2017,"“The unemployment rate remains at a 17-year low of 4.1%. The unemployment rate in manufacturing dropped to 2.6%, th… https://t.co/ujuFLRG8lc"
Fri Dec 08 17:46:21 +0000 2017,MAKE AMERICA GREAT AGAIN! https://t.co/64a93S07s7
Fri Dec 08 15:18:27 +0000 2017,Fines and penalties against Wells Fargo Bank for their bad acts against their customers and others will not be drop… https://t.co/Eg8RsLwJfA
Fri Dec 08 15:06:55 +0000 2017,LAST thing the Make America Great Again Agenda needs is a Liberal Democrat in Senate where we have so little margin… https://t.co/HaMncvh3Nc
Fri Dec 08 13:11:43 +0000 2017,"Big crowd expected today in Pensacola, Florida, for a Make America Great Again speech. We have done so much in so s… https://t.co/m4BiON3oo8"
Fri Dec 08 05:41:08 +0000 2017,I fulfilled my campaign promise - others didn’t! https://t.co/bYdaOHmPVJ
Fri Dec 08 05:36:09 +0000 2017,"Tonight, @FLOTUS Melania and I were thrilled to welcome so many wonderful friends to the @WhiteHouse – and wish the… https://t.co/NlHEGuiWCF"
Thu Dec 07 21:10:28 +0000 2017,"Across the battlefields, oceans, and harrowing skies of Europe and the Pacific throughout the war, one great battle… https://t.co/XelKHx4Ibo"
Thu Dec 07 20:52:49 +0000 2017,"Today, as we Remember Pearl Harbor, it was an incredible honor to be joined with surviving Veterans of the attack o… https://t.co/c4ZYnXSAuj"
Thu Dec 07 20:04:20 +0000 2017,"Today, the U.S. flag flies at half-staff at the @WhiteHouse, in honor of National Pearl Harbor Remembrance Day.… https://t.co/561NBdqSsb"
Thu Dec 07 16:16:19 +0000 2017,"Today, our entire nation pauses to REMEMBER PEARL HARBOR—and the brave warriors who on that day stood tall and foug… https://t.co/xGiAt5hdnu"
Thu Dec 07 15:04:54 +0000 2017,"National Pearl Harbor Remembrance Day - “A day that will live in infamy!” December 7, 1941"
Thu Dec 07 13:08:02 +0000 2017,Go get the new book on Andrew Jackson by Brian Kilmeade...Really good. @foxandfriends
Thu Dec 07 13:03:00 +0000 2017,RT @EricTrump: #MakeAmericaGreatAgain https://t.co/YpfVHtq8tE
Thu Dec 07 12:49:16 +0000 2017,RT @ChuckGrassley: Jerusalem Embassy Act of ‘95 (Senate vote 93-5 &amp; I voted for it) states embassy should be in Jerusalem by 5/31/99. For 1…
Wed Dec 06 21:14:41 +0000 2017,I have determined that it is time to officially recognize Jerusalem as the capital of Israel. I am also directing t… https://t.co/yG26qYMx0L
Wed Dec 06 18:05:04 +0000 2017,"Join me live from the @WhiteHouse via #Periscope
https://t.co/wLXKoISSTG"
Wed Dec 06 16:11:55 +0000 2017,Our thoughts and prayers are with everyone in the path of California’s wildfires. I encourage everyone to heed the… https://t.co/CO5bDgsj2t
Wed Dec 06 15:00:03 +0000 2017,MAKE AMERICA GREAT AGAIN!
Wed Dec 06 12:53:06 +0000 2017,"RT @Scavino45: Time lapse video of the border wall prototypes, when they were being built in San Diego. Next phase underway: testing and ev…"
Tue Dec 05 23:13:28 +0000 2017,"Join me this Friday in Pensacola, Florida at the Pensacola Bay Center! Tickets: https://t.co/zA7SGgWqBE https://t.co/QzFdxQdgAL"
Tue Dec 05 17:46:45 +0000 2017,"Yesterday, I was thrilled to be with so many WONDERFUL friends, in Utah’s MAGNIFICENT Capitol.

It was my honor to… https://t.co/n4SbeI1JG7"
Mon Dec 04 12:35:39 +0000 2017,A must watch: Legal Scholar Alan Dershowitz was just on @foxandfriends talking of what is going on with respect to… https://t.co/EZ7cdgtUUo
Mon Dec 04 12:03:18 +0000 2017,"With the great vote on Cutting Taxes, this could be a big day for the Stock Market - and YOU!"
Mon Dec 04 12:00:08 +0000 2017,Putting Pelosi/Schumer Liberal Puppet Jones into office in Alabama would hurt our great Republican Agenda of low on… https://t.co/XBhLWc1Y4C
Mon Dec 04 11:17:05 +0000 2017,Democrats refusal to give even one vote for massive Tax Cuts is why we need Republican Roy Moore to win in Alabama.… https://t.co/cTTqHa3YXL
Sun Dec 03 13:36:45 +0000 2017,Report: “ANTI-TRUMP FBI AGENT LED CLINTON EMAIL PROBE”  Now it all starts to make sense!
Sun Dec 03 13:15:21 +0000 2017,People who lost money when the Stock Market went down 350 points based on the False and Dishonest reporting of Bria… https://t.co/4MT8wja1pn
Sun Dec 03 13:00:47 +0000 2017,"After years of Comey, with the phony and dishonest Clinton investigation (and more), running the FBI, its reputatio… https://t.co/gdbdgXZ57e"
Sun Dec 03 12:42:47 +0000 2017,"Tainted (no, very dishonest?) FBI “agent’s role in Clinton probe under review.” Led Clinton Email probe.… https://t.co/gpveJGRATD"
Sun Dec 03 12:27:54 +0000 2017,Such a total miscarriage of Justice in San Francisco! https://t.co/MSIkBCKF3t
Sun Dec 03 12:24:51 +0000 2017,RT @paulsperry_: Wray needs to clean house. Now we know the politicization even worse than McCabe's ties to McAuliffe/Clinton. It also infe…
Sun Dec 03 11:46:02 +0000 2017,RT @paulsperry_: BREAKING: top FBI investigator for Mueller--PETER STRZOK--busted sending political text messages bashing Trump &amp; praising…
Sun Dec 03 11:19:56 +0000 2017,RT @GovChristie: .@POTUS has done more to combat the addiction crisis than any other President. https://t.co/EfjJVrE29G
Sun Dec 03 11:17:35 +0000 2017,"RT @PressSec: The Trump effect: “The U.S. economy is running at its full potential for the first time in a decade” -WSJ
https://t.co/ee5N0z…"
Sun Dec 03 11:15:02 +0000 2017,I never asked Comey to stop investigating Flynn. Just more Fake News covering another Comey lie!
Sun Dec 03 02:22:40 +0000 2017,Congratulations to @ABC News for suspending Brian Ross for his horrendously inaccurate and dishonest report on the… https://t.co/wEVP4iGN6n
Sun Dec 03 02:13:28 +0000 2017,Many people in our Country are asking what the “Justice” Department is going to do about the fact that totally Croo… https://t.co/saIhU8YIrL
Sun Dec 03 02:06:54 +0000 2017,"So General Flynn lies to the FBI and his life is destroyed, while Crooked Hillary Clinton, on that now famous FBI h… https://t.co/OPFBHVaU1Z"
Sun Dec 03 01:50:15 +0000 2017,Great job First Lady Melania! https://t.co/TRuvaftPcD
Sat Dec 02 21:07:59 +0000 2017,"62 years ago this week, a brave seamstress in Montgomery, Alabama uttered one word that changed history... https://t.co/eOvCBcMIKX"
Sat Dec 02 17:14:13 +0000 2017,I had to fire General Flynn because he lied to the Vice President and the FBI. He has pled guilty to those lies. It… https://t.co/8bMCLGuAhf
Sat Dec 02 12:54:37 +0000 2017,Biggest Tax Bill and Tax Cuts in history just passed in the Senate. Now these great Republicans will be going for f… https://t.co/5hPQSNDZV3
Sat Dec 02 07:49:18 +0000 2017,We are one step closer to delivering MASSIVE tax cuts for working families across America. Special thanks to… https://t.co/L07UncQMZS
Fri Dec 01 21:49:27 +0000 2017,"Economists on the TAX CUTS and JOBS ACT:

“The enactment of a comprehensive overhaul - complete with a lower corpor… https://t.co/G7c2uDgMG5"
Fri Dec 01 20:08:22 +0000 2017,The media has been speculating that I fired Rex Tillerson or that he would be leaving soon - FAKE NEWS! He’s not le… https://t.co/tYYnq58Zmk
Fri Dec 01 17:23:17 +0000 2017,RT @WhiteHouse: President Trump proclaims today as #WorldAIDSDay: https://t.co/AMqW8mWiak https://t.co/XGp8EelNzz
Fri Dec 01 11:21:06 +0000 2017,Republicans Senators are working hard to pass the biggest Tax Cuts in the history of our Country. The Bill is getti… https://t.co/GTBHcuUggn
Fri Dec 01 11:13:35 +0000 2017,The jury was not told the killer of Kate was a 7 time felon. The Schumer/Pelosi Democrats are so weak on Crime that… https://t.co/s5uFDixZoH
Fri Dec 01 11:03:35 +0000 2017,"The Kate Steinle killer came back and back over the weakly protected Obama border, always committing crimes and bei… https://t.co/5EjQfmTqYg"
Fri Dec 01 03:30:42 +0000 2017,A disgraceful verdict in the Kate Steinle case! No wonder the people of our Country are so angry with Illegal Immigration.
Fri Dec 01 00:42:21 +0000 2017,"The Christmas Story begins 2,000 years ago with a mother, a father, their baby son and the most extraordinary gift… https://t.co/SZLUM1jD27"
Fri Dec 01 00:36:40 +0000 2017,Today is a day that I’ve been looking very much forward to ALL YEAR LONG. It is one that you have heard me speak ab… https://t.co/OmcorwQCkR
Thu Nov 30 21:50:33 +0000 2017,"Our FIFTH 1K milestone of 2017!
#DOW24K #MAGA https://t.co/NoVt1uFp0y"
Thu Nov 30 21:00:50 +0000 2017,"Today, it was my great honor to meet with the Crown Prince of Bahrain at the @WhiteHouse. Bahrain and the United St… https://t.co/xShHfc3Yxo"
Thu Nov 30 19:26:42 +0000 2017,Thank you @SenOrrinHatch. Let’s continue MAKING AMERICA GREAT AGAIN! https://t.co/PIv9OAVZcf https://t.co/6egRvuwj1l
Thu Nov 30 15:46:39 +0000 2017,"The Dow just broke 24,000 for the first time (another all-time Record). If the Dems had won the Presidential Electi… https://t.co/A5LJPneB9D"
Thu Nov 30 13:05:21 +0000 2017,Stock Market hits new Record High. Confidence and enthusiasm abound. More great numbers coming out!
Thu Nov 30 12:25:00 +0000 2017,"The Chinese Envoy, who just returned from North Korea, seems to have had no impact on Little Rocket Man. Hard to be… https://t.co/ZySsGTqQHp"
Thu Nov 30 12:15:08 +0000 2017,The Failing @nytimes has totally gone against the Social Media Guidelines that they installed to preserve some cred… https://t.co/cWMMAc5jUq
Thu Nov 30 12:01:25 +0000 2017,"The Failing @nytimes, the pipe organ for the Democrat Party, has become a virtual lobbyist for them with regard to… https://t.co/Dcr4Tge2Wb"
Thu Nov 30 02:23:14 +0000 2017,Funny to hear the Democrats talking about the National Debt when President Obama doubled it in only 8 years!
Thu Nov 30 02:00:23 +0000 2017,"“Had the information (Crooked Hillary’s emails) been released there would have been harm to National Security....""… https://t.co/uYZYvT8xIo"
Thu Nov 30 01:09:42 +0000 2017,The only people who don’t like the Tax Cut Bill are the people that don’t understand it or the Obstructionist Democ… https://t.co/Kr5HJ8OLCQ
Thu Nov 30 01:03:30 +0000 2017,The House of Representatives seeks contempt citations(?) against the JusticeDepartment and the FBI for withholding… https://t.co/KrYQGAlt2h
Thu Nov 30 01:02:06 +0000 2017,".@Theresa_May, don’t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within th… https://t.co/d5BTTYaALh"
Thu Nov 30 00:40:59 +0000 2017,"Now, we have a once in a lifetime opportunity to RESTORE AMERICAN PROSPERITY – and RECLAIM AMERICA’S DESTINY.

But… https://t.co/HNvPxZHEIz"
Wed Nov 29 23:29:27 +0000 2017,"A vote to CUT TAXES is a vote to PUT AMERICA FIRST. It is time to take care of OUR WORKERS, to protect OUR COMMUNIT… https://t.co/WerIo83AE6"
Wed Nov 29 22:54:56 +0000 2017,"This week, the Senate can join the House &amp; take a strong stand for the Middle Class families who are the backbone o… https://t.co/ILfhlLOkSE"
Wed Nov 29 18:34:50 +0000 2017,"Departing @JBA_NAFW for St. Charles, Missouri to help push our plan for HISTORIC TAX CUTS across the finish line.… https://t.co/A9I7mvnhUD"
Wed Nov 29 14:49:14 +0000 2017,"Economy growing! Excluding hurricane effects, CEA estimates that real GDP growth would have been 3.9% in Q3.

Stock… https://t.co/ceei9Ux8MO"
Wed Nov 29 14:40:01 +0000 2017,Just spoke to President XI JINPING of China concerning the provocative actions of North Korea. Additional major san… https://t.co/h6Gq5vdcso
Wed Nov 29 14:14:19 +0000 2017,So now that Matt Lauer is gone when will the Fake News practitioners at NBC be terminating the contract of Phil Gri… https://t.co/6vWDKTgCQG
Wed Nov 29 12:16:21 +0000 2017,"Wow, Matt Lauer was just fired from NBC for “inappropriate sexual behavior in the workplace.” But when will the top… https://t.co/xvaYsbO0le"
Wed Nov 29 12:03:38 +0000 2017,Looks like another great day for the Stock Market. Consumer Confidence is at Record High. I guess somebody likes me (my policies)!
Wed Nov 29 11:49:18 +0000 2017,"Great, and we should boycott Fake News CNN. Dealing with them is a total waste of time! https://t.co/8zJ3j7g5el"
Wed Nov 29 11:32:46 +0000 2017,".@foxandfriends, we are in record territory in all things having to do with our economy! https://t.co/VB0Ao3s18d"
Wed Nov 29 11:28:32 +0000 2017,RT @EricTrump: #MakeAmericaGreatAgain https://t.co/Q7AiR0buM2
Wed Nov 29 03:35:27 +0000 2017,Great day for Tax Cuts and the Republican Party. But the biggest Winner will be our great Country!
Wed Nov 29 03:30:50 +0000 2017,Great work Ivanka! https://t.co/AQL4JLvnDh
Wed Nov 29 03:28:33 +0000 2017,"Just won the lawsuit on leadership of Consumer Financial Protection Bureau, CFPB. A big win for the Consumer!"
Wed Nov 29 02:45:10 +0000 2017,"Charles McCullough, the respected fmr Intel Comm Inspector General, said public was misled on Crooked Hillary Email… https://t.co/P7nyHXxJ3R"
Wed Nov 29 01:45:50 +0000 2017,"After North Korea missile launch, it's more important than ever to fund our gov't &amp; military! Dems shouldn't hold t… https://t.co/lhXvhHiLES"
Tue Nov 28 23:45:55 +0000 2017,"RT @narendramodi: Had a wonderful meeting with @IvankaTrump, advisor to @POTUS and leader of the US delegation at the @GES2017. https://t.c…"
Tue Nov 28 22:44:31 +0000 2017,“The Conference Board said that consumer sentiment was at its highest level in nearly 17 years in November. The Con… https://t.co/rAvKNXi52A
Tue Nov 28 22:30:12 +0000 2017,"Dow, S&amp;P 500 and Nasdaq all finished the day at new RECORD HIGHS! https://t.co/wJyB9d00hh"
Tue Nov 28 22:12:01 +0000 2017,"Remarks from the Roosevelt Room with @SenateMajLdr Mitch McConnell, @SpeakerRyan and Secretary of Defense, General… https://t.co/atei0EsluG"
Tue Nov 28 16:27:30 +0000 2017,“Statement from President Donald J. Trump on #GivingTuesday” https://t.co/NrfnmixAwR
Tue Nov 28 14:18:20 +0000 2017,RT @IvankaTrump: It was an honor to meet with you Prime Minister Modi. Thank you for co-hosting the 8th annual Global Entrepreneurship Summ…
Tue Nov 28 14:17:46 +0000 2017,Meeting with “Chuck and Nancy” today about keeping government open and working. Problem is they want illegal immigr… https://t.co/jq3DYver4Q
Tue Nov 28 13:10:00 +0000 2017,"RT @IvankaTrump: Thank you for the warm welcome. I’m excited to be in Hyderabad, India for #GES2017. https://t.co/1U08h5L9Rm"
Tue Nov 28 13:05:42 +0000 2017,RT @FLOTUS: The decorations are up! @WhiteHouse is ready to celebrate! Wishing you a Merry Christmas &amp; joyous holiday season! https://t.co/…
Tue Nov 28 13:04:45 +0000 2017,RT @statedeptspox: #GES2017 highlights the important role of women #entrepreneurs &amp; demonstrates the importance of #innovation &amp; partnershi…
Tue Nov 28 13:02:54 +0000 2017,RT @FLOTUS: Had a wonderful visit from @JBA_NAFW children today at the @whitehouse! #WhiteHouseChristmas https://t.co/Hnw758zHzL
Tue Nov 28 13:00:34 +0000 2017,"Melania, our great and very hard working First Lady, who truly loves what she is doing, always thought that “if you… https://t.co/nW7uPnX48l"
Tue Nov 28 12:45:30 +0000 2017,At least 24 players kneeling this weekend at NFL stadiums that are now having a very hard time filling up. The Amer… https://t.co/n0YsDlZQ0C
Tue Nov 28 02:50:30 +0000 2017,Thank you Rand! https://t.co/NvPeleVmub
Tue Nov 28 02:48:53 +0000 2017,New home sales reach a 10 year high. Stock Market has more record gains. Hopefully Republican Senators will give us… https://t.co/DrEJ6caWjM
